Date,Close
1/3/2017 16:00:00,116.15
1/4/2017 16:00:00,116.02
1/5/2017 16:00:00,116.61
1/6/2017 16:00:00,117.91
1/9/2017 16:00:00,118.99
1/10/2017 16:00:00,119.11
1/11/2017 16:00:00,119.75
1/12/2017 16:00:00,119.25
1/13/2017 16:00:00,119.04
1/17/2017 16:00:00,120
1/18/2017 16:00:00,119.99
1/19/2017 16:00:00,119.78
1/20/2017 16:00:00,120
1/23/2017 16:00:00,120.08
1/24/2017 16:00:00,119.97
1/25/2017 16:00:00,121.88
1/26/2017 16:00:00,121.94
1/27/2017 16:00:00,121.95
1/30/2017 16:00:00,121.63
1/31/2017 16:00:00,121.35
2/1/2017 16:00:00,128.75
2/2/2017 16:00:00,128.53
2/3/2017 16:00:00,129.08
2/6/2017 16:00:00,130.29
2/7/2017 16:00:00,131.53
2/8/2017 16:00:00,132.04
2/9/2017 16:00:00,132.42
2/10/2017 16:00:00,132.12
2/13/2017 16:00:00,133.29
2/14/2017 16:00:00,135.02
2/15/2017 16:00:00,135.51
2/16/2017 16:00:00,135.35
2/17/2017 16:00:00,135.72
2/21/2017 16:00:00,136.7
2/22/2017 16:00:00,137.11
2/23/2017 16:00:00,136.53
2/24/2017 16:00:00,136.66
2/27/2017 16:00:00,136.93
2/28/2017 16:00:00,136.99
3/1/2017 16:00:00,139.79
3/2/2017 16:00:00,138.96
3/3/2017 16:00:00,139.78
3/6/2017 16:00:00,139.34
3/7/2017 16:00:00,139.52
3/8/2017 16:00:00,139
3/9/2017 16:00:00,138.68
3/10/2017 16:00:00,139.14
3/13/2017 16:00:00,139.2
3/14/2017 16:00:00,138.99
3/15/2017 16:00:00,140.46
3/16/2017 16:00:00,140.69
3/17/2017 16:00:00,139.99
3/20/2017 16:00:00,141.46
3/21/2017 16:00:00,139.84
3/22/2017 16:00:00,141.42
3/23/2017 16:00:00,140.92
3/24/2017 16:00:00,140.64
3/27/2017 16:00:00,140.88
3/28/2017 16:00:00,143.8
3/29/2017 16:00:00,144.12
3/30/2017 16:00:00,143.93
3/31/2017 16:00:00,143.66
4/3/2017 16:00:00,143.7
4/4/2017 16:00:00,144.77
4/5/2017 16:00:00,144.02
4/6/2017 16:00:00,143.66
4/7/2017 16:00:00,143.34
4/10/2017 16:00:00,143.17
4/11/2017 16:00:00,141.63
4/12/2017 16:00:00,141.8
4/13/2017 16:00:00,141.05
4/17/2017 16:00:00,141.83
4/18/2017 16:00:00,141.2
4/19/2017 16:00:00,140.68
4/20/2017 16:00:00,142.44
4/21/2017 16:00:00,142.27
4/24/2017 16:00:00,143.64
4/25/2017 16:00:00,144.53
4/26/2017 16:00:00,143.68
4/27/2017 16:00:00,143.79
4/28/2017 16:00:00,143.65
5/1/2017 16:00:00,146.58
5/2/2017 16:00:00,147.51
